baum id;strasse;deutsch;stammumfang;grund der faellung;latitude;longitude
312447;A44 Deckel Grünanlage;Hainbuche;80;absterbend;51.271.955;676.677
312452;A44 Deckel Park;Stieleiche;80;absterbend;51.272.483;6.769.136
312455;Grünanlage;Stieleiche;110;abgestorben;51.272.476;6.769.038
312476;A44 Deckel Grünanlage;Stieleiche;140;abgestorben;51.273.376;6.771.079
356531;A44 Deckel Park;Hainbuche;80;abgestorben;5.127.272;6.767.981
356532;A44 Deckel Park;Robinie;150;abgestorben;5.127.275;6.767.998
356533;Deckel A44 Park;Hainbuche;80;abgestorben;51.271.756;6.766.926
356534;A44 Deckel Park;Grannenkiefer;110;abgestorben;51.271.797;6.767.075
356535;A44 Deckel;Grannenkiefer;140;absterbend;51.271.818;6.767.156
356536;A44 Deckel Park;Europäische Lärche;90;abgestorben;5.127.308;6.768.796
356537;A44 Deckel Park;Europäische Lärche;100;abgestorben;51.273.122;6.768.862
356538;A44 Deckel Park;Europäische Lärche;60;abgestorben;51.273.122;6.768.904
356539;A 44 Deckel;Silberweide;60;abgestorben;51.273.306;6.769.403
356540;A44 Deckel Park;Feldahorn;50-60;abgestorben;51.273.883;6.771.979
356541;A44 Park;Feldahorn;50;absterbend;51.273.937;6.772.025
356542;A44 Deckel Park;Lawsons Scheinzypresse;60;abgestorben;51.273.959;6.772.048
Lantz-1;Lantz'sche Park;Ahorn. Kirsche. Rotbuche;60-450;59 Bäume(55 Ahorne): abgestorben;51.271.977;6.730.828
50963;Siegburger Straße VG;Holländische Linde;45;abgestorben;51.202.926;6.810.589
51838;Ellerstraße 184;Robinie;126;Pilzbefall (Lackporling);51.213.785;6.804.159
52168;Flügelstraße 2;Gemeine Esche;75;absterbend;51.214.194;6.800.907
52400;Höhenstraße 31;Robinie;130;Riss im Stammfußbereich;51.214.506;6.797.346
52977;Werstener Straße;Echte Mehlbeere;25;abgestorben;51.192.257;6.814.258
52978;Werstener Straße;Echte Mehlbeere;25;abgestorben;51.192.269;6.814.127
53073;Kruppstraße 29;Holländische Linde;37;Stammschäden;51.214.262;6.800.016
53390;Mettmanner Straße 1;Echte Mehlbeere;22;abgestorben;51.225.554;6.801.764
54307;Ruhrtalstraße 31;Echte Mehlbeere;25;abgestorben;51.221.833;6.811.731
54480;Siegburger Straße KITA;Spitzahorn;65;massiver Rindenschaden;51.206.644;6.810.354
54512;Siegburger Straße 12;Gemeine Esche;277;Stammschäden;51.206.371;6.810.364
54656;Siemensstraße 42;Spitzahorn;52;massiver Rindenschaden;51.214.038;6.795.148
54694;Solinger Straße 25;Zweigriffeliger Weißdorn;45;abgestorben;51.212.901;6.801.645
54696;Solinger Straße 27;Zweigriffeliger Weißdorn;45;abgestorben;51.212.821;6.801.599
77912;Ruhrtalstraße 41;Echte Mehlbeere;45;abgestorben;51.222.337;6.812.198
81623;Adolf-Reichwein-Hauptschule;Salweide;145;Fäule;5.121.153;6.804.115
81624;Adolf-Reichwein-Hauptschule;Salweide;125;Fäule;51.211.503;6.804.132
283674;Volksgarten Ballonwiese;Hainbuche;230;absterbend;51.207.355;6.802.401
284029;Volksgarten;Bergahorn;230;absterbend;51.207.118;6.793.952
284145;Volksgarten. restl. GA;Scharlach-Eiche;100;absterbend;51.206.764;6.804.996
284760;Volksgarten;Bergahorn;260;absterbend;51.206.035;6.798.141
284761;Volksgarten;Rosskastanie;330;absterbend;51.206.006;6.798.315
284762;Volksgarten;Rosskastanie;280;absterbend;51.206.038;6.798.311
284770;Volksgarten;Bergahorn;240;abgestorben;51.205.912;6.798.653
284911;Volksgarten;Bergahorn;230;abgestorben;51.206.352;6.796.304
284919;Volksgarten;Bergahorn;140;abgestorben;51.206.436;6.796.923
285070;Brinckmannstraße Kita;Bergahorn;110;Pilzbefall;51.203.302;6.793.649
285141;Volksgarten;Stechpalme;100;abgestorben;51.206.118;6.793.584
285142;Volksgarten;Säulen-Stieleiche;25;abgestorben;5.120.607;6.793.632
292726;Volksgarten;Magnolie;60;abgestorben;51.205.985;6.794.097
294955;Volksgarten. restl. GA;Kanadische Pappel;430;Pilzbefall;51.206.257;6.799.545
356791;Siegburger Straße KGV Böschung;Robinie;156;Fäule. Baum steht in der Böschung zum KGV Siegburgerstraße;51.203.811;6.810.367
356792;Siegburger Straße KGV Siegburgerstraße;Robinie;160;Fäule. Baum steht in der Böschung zum KGV Siegburgerstraße;51.204.013;6.810.367
52724;Kaiserslauterner Straße;Rosskastanie;180;Stammschäden;51.205.405;6.810.434
53585;Nixenstraße 68;Holländische Linde;195;Stammschäden;51.191.491;6.822.925
53588;Nixenstraße 68;Holländische Linde;254;Stammschäden;5.119.145;6.823.043
53592;Nixenstraße 69;Holländische Linde;233;Stammschäden;51.191.403;6.823.151
70581;Nosthoffenstraße 38;Echte Mehlbeere;25;abgestorben;51.179.813;6.832.581
70886;Quadestraße;Schwedische Mehlbeere;70;abgestorben;51.180.399;6.834.998
72367;Pfeillstraße 5;Echte Mehlbeere;30;abgestorben;51.176.211;6.835.532
68299;Kamper Acker;Silberahorn;240;absterbend;51.173.885;6.835.035
68274;Kamper Acker;Silberahorn;220;absterbend;51.173.958;6.834.933
68322;Kamper Acker;Silberahorn;25;abgestorben;51.174.229;6.834.574
334195;Bonner Straße;Holländische Linde;25;abgestorben;5.117.464;6.834.016
67801;Am Trippelsberg 3;Bergahorn;30;abgestorben;51.165.628;6.846.944
67803;Am Trippelsberg 3;Bergahorn;160;absterbend;51.165.602;6.846.642
67910;Am Trippelsberg 3;Rosskastanie;25;abgestorben;51.165.556;684.491
67834;Am Trippelsberg 3;Bergahorn;110;abgestorben;51.165.441;6.844.872
67847;Am Trippelsberg 43;Bergahorn;100;abgestorben;51.165.119;6.841.432
67867;Am Trippelsberg 43;Bergahorn;30;abgestorben;51.164.997;6.840.108
67868;Am Trippelsberg 43;Bergahorn;80;abgestorben;51.164.988;6.840.012
71029;Reisholzer Werftstraße 76;Bergahorn;60;abgestorben;51.165.477;6.839.355
72346;In der Donk 60;Feuerahorn;100;absterbend;51.184.309;6.863.651
69236;Henkelstraße 164;Holländische Linde;170;absterbend;51.174.916;684.699
71468;Werstener Dorfstraße 55;Säulen-Hainbuche;40;abgestorben;51.191.036;6.820.287
71478;Werstener Dorfstraße 45;Säulen-Hainbuche;40;abgestorben;51.191.466;6.819.461
71480;Werstener Dorfstraße 43;Säulen-Hainbuche;50;abgestorben;51.191.553;6.819.193
71483;Werstener Dorfstraße 37;Säulen-Hainbuche;80;abgestorben;51.191.641;6.818.759
356060;Werstener Dorfstraße 23-27;Linde;70;abgestorben;51.191.968;6.817.854
71487;Werstener Dorfstraße 23;Säulen-Hainbuche;80;abgestorben;51.191.948;6.817.494
52972;Kölner Landstraße 115;Gleditschie;80;abgestorben;51.192.091;681.476
55748;Dechenweg 50;Spitzahorn;150;abgestorben;51.185.175;6.813.012
55652;Auf'm Rott 76;Eberesche;30;absterbend;51.183.073;6.809.409
55638;Auf'm Rott 70;Spitzahorn;30;absterbend;51.183.532;6.809.187
72289;Geißlerweg Kirchhoffweg. GA;Rosskastanie;210;Pilzbefall & Pseudomonas;51.188.086;6.809.523
336795;Burscheider Strasse 29. GA;Bergahorn;104;Fäule;51.188.531;6.820.296
336857;Am Scheitenweg. GW;Hainbuche;18;abgestorben;51.173.972;6.809.337
338803;Hügelstr. .DA Grünanlage;Pyramiden-Pappel;330;Pilzbefall;51.181.071;6.825.876
338814;Hügelstr. . DA Daueranlage;Eberesche;110;Pilzbefall;51.182.196;6.830.663
338820;Hügelstr. .DA Daueranlage;Feldahorn;150;Fäule;5.118.131;6.827.426
338910;Am Scheitenweg. GW;Eberesche;23;absterbend;51.173.159;6.809.315
338976;Werstener Friedhofstr.. DA Daueranlage;Süßkirsche;160;Pilzbefall;51.184.737;6.833.647
339029;Werstener Friedhofstr.. DA Daueranlage;Winterlinde;75;Sturmschaden;51.185.978;6.833.825
61718;Carlo-Schmid-Straße 42a;Robinie;65;absterbend;5.112.975;690.942
62480;Franz-Lieder-Straße 29;Japanische Blütenkirsche;36;absterbend;51.150.504;6.880.024
355781;Emil-Barth-Straße Grünstreifen;Spitzahorn;130;abgestorben;51.142.027;6.896.077
355783;Emil-Barth-Straße Grünstreifen;Spitzahorn;130/110;abgestorben;51.142.066;689.628
62905;Elsa-Brändström-Straße Rückseite Wiedenhofenstr.5;Echte Mehlbeere;100;abgestorben;51.129.015;6.905.019
76146;Elsa-Brändström-Straße 16;Echte Mehlbeere;100;absterbend;51.128.519;6.903.491
356545;Frankfurter Straße Radweg Rückseite Otto-Braub-Str.14;Robinie;140;absterbend;51.139.813;6.904.327
356546;Frankfurter Straße Radweg Rückseite Otto-Braun-Str.16;Spitzahorn;120;abgestorben;51.140.252;6.903.874
356547;Corellistraße 8;Echte Mehlbeere;30;abgestorben;511.537;6.880.767
61880;Corellistraße Rückseite Südallee 92;Echte Mehlbeere;70;abgestorben;51.153.672;6.880.314
65047;Urdenbacher Acker KSP;Scharlach-Weißdorn;100;abgestorben;5.114.811;6.879.445
65050;Urdenbacher Acker KSP;Holländische Linde;110;abgestorben;5.114.837;6.879.334
356551;Graf-von-Stauffenberg-Straße Kleingartnverein Hellerhof;Bergahorn;120;abgestorben;51.126.513;6.902.443
61525;Karl-Jaspers-Straße 29;Japanische Blütenkirsche;50;absterbend;51.129.231;6.901.908
73875;Stettiner Straße 3;Bergahorn;120;abgestorben;51.152.033;6.895.677
356552;Bertha-von-Suttner-Straße 17;Silber-Pappel;150;Sachbeschädigung - Stammschäden;5.113.421;6.905.595
356553;Bertha-von-Suttner-Straße 17;Silber-Pappel;120;Sachbeschädigung - Stammschäden;51.134.234;6.905.612
356554;Bertha-von-Suttner-Straße 17;Silber-Pappel;120;Sachbeschädigung - Stammschäden;51.134.258;6.905.645
356555;Bertha-von-Suttner-Straße 29;Silber-Pappel;150;absterbend;51.134.003;6.905.443
356556;Bertha-von-Suttner-Straße 29;Silber-Pappel;150;absterbend;51.133.984;6.905.475
356557;Bertha-von-Suttner-Straße 29;Silber-Pappel;150;absterbend;51.134.006;6.905.502
356558;Bertha-von-Suttner-Straße 29;Silber-Pappel;150;große Ausbrüche in der Krone & Stammschäden;51.134.001;6.905.539
356559;Ingeborg-Bachmann-Straße 68;Amberbaum;35;abgestorben;51.130.296;6.905
356560;Ingeborg-Bachmann-Straße 66;Amberbaum;35;abgestorben;51.130.184;6.905.113
61146;Am Kapeller Feld geg46;Rosskastanie;105;abgestorben;51.142.502;690.722
356561;Matthias-Erzberger-Straße geg 5;Moorbirke;120;abgestorben;51.141.459;6.905.752
356562;Matthias-Erzberger-Straße geg 5;Moorbirke;120;abgestorben;51.141.423;6.905.942
356563;Matthias-Erzberger-Straße geg 5;Pyramiden-Pappel;180;absterbend;51.141.406;6.905.427
356564;Clausthal-Zellerfelder-Straße 76;Feldahorn;80;abgestorben;51.136.569;6.914.481
61769;Clausthal-Zellerfelder-Straße 67;Japanische Blütenkirsche;60;abgestorben;51.135.697;6.913.279
61778;Clausthal-Zellerfelder-Straße g.71;Japanische Blütenkirsche;45;abgestorben;51.135.419;6.913.505
65068;Wernigeroder Straße 75;Amberbaum;40;abgestorben;51.134.546;6.915.374
65074;Wernigeroder Straße 51;Amberbaum;40;abgestorben;51.134.295;6.914.156
356567;Frankfurter Straße 296;Bergahorn;160;abgestorben;51.132.429;6.910.289
62924;Elsa-Brändström-Straße 22;Echte Mehlbeere;60;50% trocken;51.129.482;690.498
356574;Schwarzer Weg;Sandbirke;100;abgestorben;51.158.694;6.890.271
87002;Am Buchholzer Busch;Bergahorn;120;absterbend;5.115.767;6.891.332
356575;Frankfurter Straße Mittelstreifen Auffahrt Südallee;Zweigriffeliger Weißdorn;50;abgestorben;51.158.049;6.882.712
356576;Frankfurter Straße Mittelstreifen;Eingriffeliger Weißdorn;50;abgestorben;51.158.765;6.882.013
356577;Frankfurter Straße Auffahrt Südallee;Sandbirke;120;abgestorben;51.157.465;6.883.421
64213;Reinhold-Schneider-Straße 95;Spitzahorn;110;abgestorben;51.135.622;6.900.925
356578;Emil-Barth-Straße 155;Sandbirke;100;abgestorben;511.346;6.898.471
356579;Koblenzer Straße Rene-Schikele-St.41;Silberahorn;90/110;absterbend;51.139.915;6.899.658
356580;Koblenzer Straße Paul-Bonatz-Str.31;Sumpfzypresse;80;abgestorben;51.145.229;6.894.683
76133;Hans-Christoph-Seebohm-Straße 26;Japanische Blütenkirsche;40;abgestorben;51.129.387;6.904.478
76134;Hans-Christoph-Seebohm-Straße 22;Japanische Blütenkirsche;40;abgestorben;51.129.449;690.448
75826;Wernigeroder Straße 11;Robinie;90;abgestorben;51.135.305;6.914.567
356795;Paul-Löbe-Straße 22;Spitzahorn;120;Stammschäden;51.130.038;690.044
356796;Paul-Löbe-Straße 16;Spitzahorn;110;Fäule am Wurzelhals;51.130.105;6.900.937
68577;Buchenstraße 11;Schwedische Mehlbeere;95;absterbend;5.117.779;6.860.805
72768;Karl-Hohmann-Straße 6;Eingriffeliger Weißdorn;30;abgestorben;51.174.189;6.864.848
66649;Silcherstraße 18;Zweigriffeliger Weißdorn;100;abgestorben;51.156.014;6.878.007
356158;Urdenbacher Allee 95;Süßkirsche;100;abgestorben;51.151.221;6.868.581
356159;Urdenbacher Allee 97;Hainbuche;130;abgestorben;51.151.064;6.868.499
66362;Bücherstraße 16;Zweigriffeliger Weißdorn;80;abgestorben;51.146.868;6.868.303
66361;Bücherstraße 15;Zweigriffeliger Weißdorn;60;abgestorben;51.146.704;6.868.256
70809;Paulsmühlenstraße 63;Robinie;190;absterbend;51.164.665;6.884.183
282095;Capitostraße Einzelbaumscheibe;Magnolie;30;abgestorben;51.165.586;6.884.218
71141;Schimmelpfennigstraße 55;Gemeine Esche;100;abgestorben;51.163.667;6.886.614
71121;Schimmelpfennigstraße 1;Gemeine Esche;45;abgestorben;51.161.387;6.888.767
66124;Tönisstraße 36;Robinie;210;absterbend;51.179.439;6.870.481
65758;Graudenzer Straße 44;Rosskastanie;30;abgestorben;5.117.993;6.870.408
65729;Graudenzer Straße 29;Rosskastanie;30;abgestorben;51.180.981;6.872.183
65876;Hasselsstraße 57;Holländische Linde;100;abgestorben;51.174.569;6.872.087
295500;Meliesallee 3;Bergahorn;220;abgestorben;51.161.259;6.866.055
296151;Meliesallee 1;Zweigriffeliger Weißdorn;170;abgestorben;51.161.346;6.866.628
295497;Meliesallee 7;Bergahorn;55;abgestorben;51.161.257;6.865.049
295544;Meliesallee 7;Bergahorn;180;abgestorben;51.161.253;6.864.827
296179;Meliesallee Einzelbaumscheibe;Bergahorn;25;abgestorben;51.161.299;6.862.593
295564;Meliesallee 40;Bergahorn;30;abgestorben;51.161.298;686.126
72858;Benrodestraße 66;Apfeldorn;30;abgestorben;51.163.651;6.862.732
68153;Benrodestraße 62;Eingriffeliger Weißdorn;70;abgestorben;51.163.637;6.863.133
68157;Benrodestraße 1;Eingriffeliger Weißdorn;70;abgestorben;51.163.629;6.864.404
72868;Benrodestraße 25;Echte Mehlbeere;40;abgestorben;51.163.856;6.868.161
70389;Marbacher Straße 91;Eingriffeliger Weißdorn;30;abgestorben;51.164.547;6.862.087
72960;Bonner Straße 317;Spitzahorn;320;abgestorben;51.163.482;6.851.532
72970;Bonner Straße 211;Spitzahorn;180;abgestorben;51.163.845;6.850.889
356166;Telleringstraße 50;Rotfichte;75;abgestorben;5.116.446;6.881.557
356165;Telleringstraße 50;Rotfichte;55;abgestorben;51.164.432;6.881.562
356163;Telleringstraße 50;Rotfichte;40;abgestorben;51.164.329;6.881.563
356164;Telleringstraße 50;Zapfen-Fichte;35;abgestorben;51.164.289;6.881.568
70054;Karl-Hohmann-Straße 6;Zweigriffeliger Weißdorn;20;abgestorben;51.173.935;6.864.906
50363;Volmerswerther Straße 175;Bergahorn;45;Stammschäden;51.201.512;6.761.912
49601;Südring 115;Holländische Linde;150;50% trocken;51.200.765;6.762.839
47339;Helmholtzstraße 47;Bergahorn;67;50% trocken;51.214.406;6.786.713
47288;Hammer Straße 29;Purpur-Kastanie;220;Verdacht auf Pseudomonas;51.213.053;675.243
47312;Hammer Straße 54;Purpur-Kastanie;75;abgestorben;51.213.574;6.753.706
46661;Morsestraße 14;Bergahorn;50;50% trocken;51.212.977;6.784.971
46692;Morsestraße 7;Purpur-Kastanie;150;Verdacht auf Pseudomonas;51.212.602;6.784.851
44353;Aachener Straße 249;Bergahorn;107;50% trocken;51.194.599;6.767.602
45789;Dianastraße 10;Schwedische Mehlbeere;90;Pilzbefall (Lackporling);51.208.222;6.761.841
46563;Friedenstraße 43;Schwedische Mehlbeere;30;50% trocken;51.212.197;6.767.585
308059;Konkordiastraße 111;Amberbaum;47;70% trocken;51.211.418;676.551
49609;Südring 115;Holländische Linde;170;absterbend;51.200.759;6.762.985
45445;Bilker Allee 30;Gemeine Esche;150;Pilzbefall;51.211.256;6.765.687
46572;Friedenstraße 53;Schwedische Mehlbeere;55;50% trocken;51.211.758;676.716
45459;Bilker Allee 3;Schwedische Mehlbeere;90;Pilzbefall;51.211.352;6.763.663
48797;Planetenstraße 1;Mehlbeere;60;50% trocken;51.206.274;6.769.241
206176;Konkordiastraße 108;Thüringische Säulen-Eberesche;35;50% trocken;5.121.175;6.765.919
47243;Hammer Straße 60;Purpur-Kastanie;227;Verdacht auf Pseudomonas & Stammschäden;51.213.089;6.752.531
47259;Hammer Straße 60;Purpur-Kastanie;75;abgestorben;51.213.283;6.752.915
47386;Heresbachstraße 10;Purpur-Kastanie;161;Verdacht auf Pseudomonas;51.207.997;6.781.871
27213;Kaiserswerther Markt;Rosskastanie;120;Pseudomonas & abgestorbene Krone;51.301.473;6.735.508
27214;Kaiserswerther Markt;Rosskastanie;130;Pseudomonas & abgestorbene Krone;51.301.515;6.735.639
27199;Kaiserswerther Markt;Rosskastanie;270;Pseudomonas & abgestorbene Krone;51.301.552;6.734.604
27202;Kaiserswerther Markt;Rosskastanie;110;Pseudomonas & abgestorbene Krone;51.301.497;673.473
27203;Kaiserswerther Markt;Rosskastanie;110;Pseudomonas & abgestorbene Krone;51.301.493;6.734.861
27205;Kaiserswerther Markt;Rosskastanie;110;Pseudomonas & abgestorbene Krone;51.301.537;6.734.992
309006;Südpark;Baumhasel;100;Pilzbefall (Hallimasch);51.203.181;6.807.027
309923;Südpark;Spitzahorn;180;absterbend;51.199.044;680.901
305565;Südpark;Salweide;75;absterbend;51.197.675;6.810.415
309115;Südpark;Hainbuche;155;abgestorben;51.202.139;6.807.682
WfaA-01;Südpark;Kirsche. Hainbuche. Stieleiche. Silberweide. Bergahorn;80-140;9 Bäume: absterbend - abgestorben;5.119.944;6.805.781
WfaA-10;Südpark;Spitzahorn. Bergahorn;130. 100;Pilzbefall (Rußrindenkrankheit). absterbend;51.194.638;680.668
1023;Ernst-Reuter-Platz;Robinie;182;Krone zum großen Teil abgestorben;51.218.015;6.783.012
